Path|Owners|Online?|PS (2e34)|Datasets (SmartPS)|Streams|L1T Seed
HLT_DoublePFJets116MaxDeta1p6_PNet2BTag_0p11_v1|SUS|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_DoubleJet100er2p3_dEta_Max1p6 OR L1_DoubleJet112er2p3_dEta_Max1p6
HLT_DoublePFJets128MaxDeta1p6_PNet2BTag_0p11_v1|SUS|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_DoubleJet100er2p3_dEta_Max1p6 OR L1_DoubleJet112er2p3_dEta_Max1p6
HLT_Photon300_NoHE_v20|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Mu8_TrkIsoVVL_v19|HIG, MUO, SMP, SUS, TOP|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMu3 OR L1_SingleMu5 OR L1_SingleMu7
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v25|HIG, SMP, SUS, TOP|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu6_DoubleEG10er2p5 OR L1_Mu6_DoubleEG17er2p5 OR L1_Mu6_DoubleEG12er2p5 OR L1_Mu6_DoubleEG15er2p5
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v25|HIG, SMP, SUS, TOP|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu6_DoubleEG10er2p5 OR L1_Mu6_DoubleEG17er2p5 OR L1_Mu6_DoubleEG12er2p5 OR L1_Mu6_DoubleEG15er2p5
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v26|SUS|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu6_HTT240er OR L1_Mu6_HTT250er
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v26|SUS|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu6_HTT240er OR L1_Mu6_HTT250er
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v20|B2G, HIG, SMP, SUS, TOP|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_v8|BTV|Yes||HLTMonitor, MuonEG, OnlineMonitor|DQM, HLTMonitor, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_CaloDiJet30_v8|BTV|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v18|B2G, HIG, SMP, SUS, TOP|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu17_TrkIsoVVL_v20|HIG, MUO, SMP, TOP|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMu15_DQ
HLT_Mu19_TrkIsoVVL_v11|MUO|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMu15_DQ
HLT_BTagMu_AK4DiJet20_Mu5_v20|BTV|Yes||BTagMu, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_DoubleJet16er2p5_Mu3_dR_Max0p4
HLT_BTagMu_AK4DiJet40_Mu5_v20|BTV|Yes||BTagMu, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_DoubleJet35er2p5_Mu3_dR_Max0p4
HLT_BTagMu_AK4DiJet70_Mu5_v20|BTV|Yes||BTagMu, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_DoubleJet60er2p5_Mu3_dR_Max0p4
HLT_BTagMu_AK4DiJet110_Mu5_v20|BTV|Yes||BTagMu, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_DoubleJet80er2p5_Mu3_dR_Max0p4
HLT_BTagMu_AK4DiJet170_Mu5_v19|BTV|Yes||BTagMu, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_DoubleJet120er2p5_Mu3_dR_Max0p8
HLT_BTagMu_AK4Jet300_Mu5_v19|BTV|Yes||BTagMu, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_SingleJet200
HLT_BTagMu_AK8DiJet170_Mu5_v16|BTV|Yes||BTagMu, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_DoubleJet120er2p5_Mu3_dR_Max0p8
HLT_BTagMu_AK8Jet170_DoubleMu5_v9|BTV|Yes||BTagMu, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_DoubleMu0_dR_Max1p6_Jet90er2p5_dR_Max0p8
HLT_BTagMu_AK8Jet300_Mu5_v19|BTV|Yes||BTagMu, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_SingleJet200
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v26|AlCa, B2G, EGM, HIG, SMP, SUS, TOP|Yes||EGamma0, EGamma1, ExpressPhysics(3), HLTMonitor, OnlineMonitor|DQM, Express, HLTMonitor, PhysicsEGamma0, PhysicsEGamma1|L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v26|AlCa (Express), B2G, EGM, HIG, SMP, SUS, TOP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v22|B2G, HIG, SMP, SUS, TOP|Yes||HLTMonitor, MuonEG, OnlineMonitor|DQM, HLTMonitor, PhysicsDispJetBTagMuEGTau|L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v14|B2G, SMP, SUS, TOP|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v14|SMP, SUS, TOP|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v22|HIG, SMP, SUS, TOP|Yes||MuonEG, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Photon33_v12|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG26er2p5
HLT_Photon50_v20|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5
HLT_Photon75_v20|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon90_v20|EXO, SMP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon120_v20|SMP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon150_v14|SMP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon175_v22|B2G, SMP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon200_v21|B2G, HIG, SMP, SUS|Yes||EGamma0, EGamma1, OnlineMonitor, ScoutingPFMonitor(10)|DQM, PhysicsEGamma0, PhysicsEGamma1, PhysicsScoutingPFMonitor|L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon50EB_v1|EXO, HIG, JME|Yes||EGamma0, EGamma1|PhysicsEGamma0, PhysicsEGamma1|L1_SingleIsoEG28er1p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5
HLT_Photon30EB_TightID_TightIso_v8|EXO, HIG, JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleIsoEG28er1p5
HLT_Photon50EB_TightID_TightIso_PFJet30_v1|JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleIsoEG28er1p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5
HLT_Photon50EB_TightID_TightIso_v5|EXO, HIG, JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleIsoEG28er1p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5
HLT_Photon55EB_TightID_TightIso_v1|EXO, HIG, JME|Yes||EGamma0, EGamma1|PhysicsEGamma0, PhysicsEGamma1|L1_SingleIsoEG28er1p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5
HLT_Photon75EB_TightID_TightIso_v5|EXO, HIG, JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleIsoEG28er1p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5
HLT_Photon90EB_TightID_TightIso_v5|EXO, HIG, JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleIsoEG28er1p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5
HLT_Photon110EB_TightID_TightIso_v9|EXO, HIG, JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleIsoEG28er1p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5
HLT_Photon110EB_TightID_TightIso_PFJet30_v1|JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleIsoEG28er1p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5
HLT_Photon100EBHE10_v9|JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon50_R9Id90_HE10_IsoM_v21|HIG, JME, SMP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon75_R9Id90_HE10_IsoM_v21|HIG, JME, SMP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon90_R9Id90_HE10_IsoM_v21|HIG, JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon120_R9Id90_HE10_IsoM_v21|EXO, HIG, JME|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Photon165_R9Id90_HE10_IsoM_v22|HIG|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v20|B2G, EXO, HIG, SUS, TOP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95_v20|HIG, SUS|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Photon35_TwoProngs35_v8|HIG|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_LooseIsoEG22er2p1_IsoTau26er2p1_dR_Min0p3 OR L1_LooseIsoEG22er2p1_Tau70er2p1_dR_Min0p3 OR L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3
HLT_IsoMu24_TwoProngs35_v8|HIG|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMu22
HLT_Dimuon0_Jpsi_L1_NoOS_v14|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0_SQ
HLT_Dimuon0_Jpsi_NoVertexing_NoOS_v14|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0_SQ
HLT_Dimuon0_Jpsi_v15|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0_SQ_OS OR L1_DoubleMu0_SQ
HLT_Dimuon0_Jpsi_NoVertexing_v15|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0_SQ_OS OR L1_DoubleMu0_SQ
HLT_Dimuon0_Jpsi_L1_4R_0er1p5R_v14|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_Dimuon0_Jpsi_NoVertexing_L1_4R_0er1p5R_v14|BPH|Yes||OnlineMonitor, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass4, ParkingDoubleMuonLowMass5, ParkingDoubleMuonLowMass6, ParkingDoubleMuonLowMass7|DQM, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass0, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass1, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass2, ParkingDoubleMuonLowMass3, ParkingDoubleMuonLowMass3|L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
